Table 1
SOUTHERN POWER DISTRIBUTION COMPANY OF TS LIMITED,,,,,,,,,,,,
,,,,,,,,,,,,
EXPENDITURE REPORT ON COMMERCIAL MATTERS CASES OF BANJARAHILLS DURING THIS(DEC-23) MONTH,,,,,,,,,,,,
Sl.No,Case Type,Case Number,Case Year,Case ID,EXPENDITURE,,,,,,,
78,WP,2393/2023,2023,202327647,,,,,,,,
79,CC,188/2017,2019,201919622,LOWER COURT,,,,,,,
80,WP,28145/2023,2023,202328803,,,,,,,,
81,WP,9165/2019,2019,201919782,,,,,,,,
82,WP,2719/2023,2023,202327676,,,,,,,,
83,WP,4488/2023,2023,202327768,,,,,,,,
84,WP,26036/2022,2022,202224593,,,,,,,,
85,WP,24330/2022,2022,202224487,,,,,,,,
86,CC,3383/2018,2018,201919182,,,,,,,,
87,WP,25646/2022,2022,202224575,,,,,,,,
88,WP,24595/2022,2022,202224484,,,,,,,,
89,WP,25058/2022,2022,202224533,,,,,,,,
90,CC(CF),260/2018,2018,201818986,LOWER COURT,,,,,,,
91,WP,21890/2023,2023,202328529,,,,,,,,
92,WP,7381/2023,2023,202327883,,,,,,,,
93,OS,1995,2014,201617538,LOWER COURT,,,,,,,
94,WP,24998/2022,2022,202224540,,,,,,,,
95,WP,9770,2009,201513651,NOT FILED,,,,,,,
96,WP,12280/2018,2018,201919234,,,,,,,,
97,WP,27929/2023,2023,202328792,,,,,,,,
98,WP,25015/2022,2022,202224534,,,,,,,,
99,WP,10989/2023,2023,202328059,,,,,,,,
100,WP,24985/2022,2022,202224528,,,,,,,,
101,WP,28577/2022,2022,202224662,,,,,,,,
102,WP,48180/2018,2018,202328414,,,,,,,,
103,WP,9914/2019,2019,201919776,,,,,,,,
104,WP,10544/2021,2021,202121968,,,,,,,,
105,WP,25025/2022,2022,202224532,,,,,,,,
106,WP,25038/2022,2022,202224535,,,,,,,,
107,WP,7631/2010,2010,201919168,OLD YEAR,,,,,,,
108,WP,22618/2023,2023,202328550,,,,,,,,
109,WP,27364,2010,201514811,,,,,,,,
110,WP,24886/2021,2021,202122484,,,,,,,,
111,WP,15523/2023,2023,202328280,,,,,,,,
112,WP,1871/2023,2023,202327629,,,,,,,,
113,WP,23129/2017,2017,201919502,,,,,,,,
114,WP,33056/2022,2022,202224757,,,,,,,,
115,WP,27671/2019,2019,201920205,,,,,,,,
116,OS,169,2013,201514851,LOWER COURT,,,,,,,
117,WP,29727/2023,2023,202328878,,,,,,,,
118,WP,16977/2020,2020,202021406,NOT FILED,,,,,,,
119,WP,7436/2023,2023,202327881,,,,,,,,
120,WP,26385/2022,2022,202224598,,,,,,,,
121,WP,22386/2023,2023,202328553,,,,,,,,
122,WP,25627/2018,2018,201819016,,,,,,,,
123,WP,15422/2022,2022,202224281,,,,,,,,
124,WP,34439/2021,2021,202122701,,,,,,,,
125,WP,25044/2022,2022,202224536,,,,,,,,
