Table 1
SOUTHERN POWER DISTRIBUTION COMPANY OF TS LIMITED,,,,,,,,,,,,
,,,,,,,,,,,,
EXPENDITURE REPORT ON COMMERCIAL MATTERS CASES OF MEDCHAL DURING THIS(DEC-23) MONTH,,,,,,,,,,,,
Sl.No,Case Type,Case Number,Case Year,Case ID,EXPENDITURE,,,,,,,
81,WP,32066/2023,2023,202328993,,,,,,,,
82,WP,1170/2011,2011,201515596,,,,,,,,
83,WP,16716/2011,2011,201919700,,,,,,,,
84,WP,12784/2013,2013,201616363,,,,,,,,
85,WP,22915/1999,1999,201616421,,,,,,,,
86,WP,2967/2001,2001,201616398,,,,,,,,
87,WP,4842/2011,2011,201515565,,,,,,,,
88,WA,546/2010,2010,202328193,,,,,,,,
89,WP,3904/2011,2011,201515577,,,,,,,,
90,WP,32457/2012,2012,201616340,,,,,,,,
91,WP,32769/2010,2010,201616771,,,,,,,,
92,WP,22518/2010,2010,201616732,,,,,,,,
93,CC,2520/2023,2023,202328971,,,,,,,,
94,WP,31916/2018,2018,202328144,,,,,,,,
95,WP,30196/2023,2023,202328901,,,,,,,,
96,WP,32869/2023,2023,202329017,,,,,,,,
97,WP,18411/2013,2013,201616364,,,,,,,,
98,WP,12009/2004,2004,201616417,,,,,,,,
99,WP,31255/2015,2015,201718360,,,,,,,,
100,WP,1223/2011,2011,201515581,,,,,,,,
101,WP,31961/2012,2012,201616335,,,,,,,,
102,WP,27402/2023,2023,202328790,,,,,,,,
103,WP,32241/2015,2015,201818670,,,,,,,,
104,WP,21013/2001,2001,201616498,,,,,,,,
105,WP,20709,2010,201514200,,,,,,,,
106,WP,15822/2006,2006,201515318,,,,,,,,
107,WP,11869/2023,2023,202328073,,,,,,,,
108,WP,14944/2011,2011,201515590,,,,,,,,
109,HRC,687/2021,2021,202121803,,,,,,,,
110,WP,7901/2015,2015,201718356,,,,,,,,
111,WP,4871/2020,2020,202020532,,,,,,,,
112,WP,22418/2010,2010,201616416,,,,,,,,
113,WP,8874/2014,2014,201617685,,,,,,,,
114,WP,23993/2019,2019,201920041,,,,,,,,
115,WA,1249/2009,2009,201718167,,,,,,,,
116,WP,33313/2017,2017,201919278,,,,,,,,
117,WP,6128/2013,2013,201616362,,,,,,,,
118,WP,9497/2011,2011,201616701,,,,,,,,
119,WP,22557/2020,2020,202021627,,,,,,,,
120,WP,4357/2002,2002,201616494,,,,,,,,
121,WP,12342/2022,2022,202328666,,,,,,,,
122,WP,8786/2011,2011,201515586,,,,,,,,
123,WP,4856/2020,2020,202020543,,,,,,,,
124,WP,39063/2010,2010,201515593,,,,,,,,
125,WP,30603/2023,2023,202328925,,,,,,,,
126,WP,31198/2023,2023,202328913,,,,,,,,
127,WP,10544/2020,2020,202021053,,,,,,,,
128,WP,7995,2012,201514216,,,,,,,,
129,WP,9406/2020,2020,202020923,,,,,,,,
130,WP,5990/2013,2013,201616366,,,,,,,,
131,WP,34878/2014,2014,201616334,,,,,,,,
132,WP,18156/2010,2010,201616710,,,,,,,,
133,WP,29291/2010,2010,201515605,,,,,,,,
134,WP,21206/2020,2020,202021590,,,,,,,,
135,WP,9231/2000,2000,201616420,,,,,,,,
136,WP,17395/2020,2020,202021421,,,,,,,,
137,WP,22440/2010,2010,201616730,,,,,,,,
138,WP,17765/2019,2019,201919946,,,,,,,,
139,WP,14992/2019,2019,201919935,,,,,,,,
140,WP,8463/2001,2001,201616699,,,,,,,,
141,WP,26537/2019,2019,201920181,,,,,,,,
142,CC,836/2015,2015,201919677,,,,,,,,
143,WP,18407/2013,2013,201515311,,,,,,,,
144,WP,864/2020,2020,202020323,,,,,,,,
145,WP,27398/2014,2014,201515265,,,,,,,,
146,WP,33496/2018,2018,202328152,,,,,,,,
147,WP,31187/2023,2023,202328911,,,,,,,,
148,WP,20592/2018,2018,202328145,,,,,,,,
149,WP,7876/2011,2011,201515584,,,,,,,,
150,WP,30008/2015,2015,201515488,,,,,,,,
151,WP,6856/2015,2015,201515248,,,,,,,,
152,WP,19475/2013,2013,201515600,,,,,,,,
153,WP,5341/2013,2013,201515264,,,,,,,,
154,WP,4282/2011,2011,201515563,,,,,,,,
155,WP,15338/2008,2023,202328014,,,,,,,,
156,WP,1300/2011,2011,201616659,,,,,,,,
157,WP,9754/2001,2001,201616383,,,,,,,,
158,WP,38041/2022,2022,202224856,,,,,,,,
159,WP,4412/2011,2011,201515555,,,,,,,,
160,WP,40880/2015,2015,201718529,,,,,,,,
161,WP,5770/2013,2013,201616357,,,,,,,,
162,WP,12318,2022,202328665,,,,,,,,
163,WP,22622/2023,2023,202328615,,,,,,,,
164,WP,27904/2023,2023,202328772,,,,,,,,
165,WP,40244/2022,2022,202224907,,,,,,,,
166,WA,1556/2012,2012,202328150,,,,,,,,
167,WP,22022/2023,2023,202328532,,,,,,,,
168,WP,33112/2014,2014,201616341,,,,,,,,
169,WP,29776/2023,2023,202328856,,,,,,,,
170,WP,4896/2020,2020,202020535,,,,,,,,
171,APPL,Aug-22,2022,202224172,,,,,,,,
172,WP,37306/2018,2018,202328166,,,,,,,,
173,WP,18880/2013,2013,201515591,,,,,,,,
174,WP,19293/2012,2012,201616339,,,,,,,,
175,WP,29485/2014,2014,201718355,,,,,,,,
176,WP,194,2010,201514196,,,,,,,,
177,WP,2900/2005,2005,202328188,,,,,,,,
178,WP,9031/2019,2019,201919821,,,,,,,,
179,WP,8329/2011,2011,201515544,,,,,,,,
180,WP,28929/2023,2023,202328831,,,,,,,,
181,WP,21495/2010,2010,201515496,,,,,,,,
182,WP,31946/2023,2023,202328979,,,,,,,,
183,WP,32846/2012,2012,201616368,,,,,,,,
184,WP,5772/2013,2013,201616358,,,,,,,,
185,WP,5140/2012,2012,202328162,,,,,,,,
186,WP,30133/2023,2023,202328927,,,,,,,,
187,WP,23255/2020,2020,202021660,,,,,,,,
188,WP,9747/2001,2001,201616396,,,,,,,,
