Table 1
SOUTHERN POWER DISTRIBUTION COMPANY OF TS LIMITED,,,,,,,,,,,,
,,,,,,,,,,,,
EXPENDITURE REPORT ON COMMERCIAL MATTERS CASES OF SAROORNAGAR DURING THIS(DEC-23) MONTH,,,,,,,,,,,,
Sl.No,Case Type,Case Number,Case Year,Case ID,EXPENDITURE,,,,,,,
82,WP,21892/2020,2020,202021604,,,,,,,,
83,WP,25155/2021,2021,202122493,,,,,,,,
84,WP,24572,2014,201514041,,,,,,,,
85,WP,22774/2022,2022,202224415,,,,,,,,
86,WP,23951/2021,2021,202122432,,,,,,,,
87,WP,26848,2014,201515012,,,,,,,,
88,HRC,959/2020,2020,202121885,,,,,,,,
89,WP,3706/2020,2020,202020477,,,,,,,,
90,WP,17817/2021,2021,202122228,,,,,,,,
91,WP,28659/2021,2021,202122558,,,,,,,,
92,WP,9179/2019,2019,201919830,,,,,,,,
93,WP,5673/2023,2023,202327812,,,,,,,,
94,WP,10100/2022,2022,202224116,,,,,,,,
95,WP,23820/2022,2022,202224461,,,,,,,,
96,WP,21352/2022,2022,202224394,,,,,,,,
97,WP,4781/2020,2020,202020517,,,,,,,,
98,WP,19013/2022,2022,202224369,,,,,,,,
99,WP,14154/2020,2020,202021230,,,,,,,,
100,WP,12026,2007,201514103,,,,,,,,
101,WP,20142,2015,201514173,,,,,,,,
102,WP,5054,2012,201514100,,,,,,,,
103,WP,32683/2010,2010,201617730,,,,,,,,
104,WP,21198,2015,201514862,,,,,,,,
105,WP,15619/2019,2019,201919827,,,,,,,,
106,WP,30823/2021,2021,202122596,,,,,,,,
107,WP,20489/2020,2020,202021558,,,,,,,,
108,WP,15835/2021,2021,202122166,,,,,,,,
109,CC,376/2021,2021,202224993,,,,,,,,
110,WP,27893/2009,2009,201617830,,,,,,,,
111,WP,8650/2019,2019,201919831,,,,,,,,
112,WP,6510/2022,2022,202223053,,,,,,,,
113,WP,9964,2013,201513981,,,,,,,,
114,WP,3240/2017,2017,201718305,,,,,,,,
115,WP,11427/2021,2021,202122014,,,,,,,,
116,LOK,Sep-20,2020,202021500,,,,,,,,
117,WP,19487/2022,2022,202224360,,,,,,,,
118,WP,22836/2022,2022,202224414,,,,,,,,
119,WP,31550/2023,2023,202328945,,,,,,,,
120,WP,5999/2022,2022,202223062,,,,,,,,
121,WP,5955/2022,2022,202223070,,,,,,,,
122,WP,18692/2023,2023,202328398,,,,,,,,
123,WP,15788,2010,201514351,,,,,,,,
124,WP,11662/2015,2015,201617566,,,,,,,,
125,WP,25235/2014,2014,201617732,,,,,,,,
126,WP,36146/2021,2021,202222836,,,,,,,,
127,WP,1273/2020,2020,202020351,,,,,,,,
128,HRC,4530/2016,2016,202225048,,,,,,,,
129,WP,1169/2020,2020,202020341,,,,,,,,
130,WP,12629/2020,2020,202021144,,,,,,,,
131,WP,21743/2023,2023,202328522,,,,,,,,
132,WP,34612/2021,2021,202122721,,,,,,,,
133,WP,28315/2023,2023,202328795,,,,,,,,
134,WP,18140/2022,2022,202224323,,,,,,,,
135,WP,9458/2022,2022,202223153,,,,,,,,
136,WP,9896/2022,2022,202224114,,,,,,,,
137,WP,35241/2016,2016,201618001,,,,,,,,
138,WP,19115/2021,2021,202122535,,,,,,,,
139,CC,800/2016,2016,201617814,,,,,,,,
140,WP,22726/2022,2022,202224413,,,,,,,,
141,WP,10223/2022,2022,202224117,,,,,,,,
142,WP,8842/2022,2022,202223142,,,,,,,,
143,WP,22079/2014,2014,201718467,,,,,,,,
144,WP,18728/2020,2020,202021466,,,,,,,,
145,WP,11058/2020,2020,202021011,,,,,,,,
146,WP,2168/2011,2011,201617793,,,,,,,,
147,WP,11765/2021,2021,202122007,,,,,,,,
148,WP,21246/2021,2021,202122371,,,,,,,,
149,WP,8867/2023,2023,202327958,,,,,,,,
150,WP,25197/2021,2021,202122474,,,,,,,,
151,WP,22470/2020,2020,202021631,,,,,,,,
152,WP,12804/2023,2023,202328128,,,,,,,,
153,WP,8356/2020,2020,202020850,,,,,,,,
154,WP,8649/2019,2019,201919828,,,,,,,,
155,WP,28912/2023,2023,202328837,,,,,,,,
156,WP,29319/2009,2009,201617829,,,,,,,,
157,WP,12914/2017,2017,201718308,,,,,,,,
158,WP,19043/2017,2017,201718402,,,,,,,,
159,WP,18987/2020,2020,202021482,,,,,,,,
