Table 1
SOUTHERN POWER DISTRIBUTION COMPANY OF TS LIMITED,,,,,,,,,,,,
,,,,,,,,,,,,
EXPENDITURE REPORT ON COMMERCIAL MATTERS CASES OF Hyderabad South DURING THIS(DEC-23) MONTH,,,,,,,,,,,,
Sl.No,Case Type,Case Number,Case Year,Case ID,EXPENDITURE,,,,,,,
80,I.A.,Feb-23,2023,202328016,,,,,,,,
81,CC,1697/2023,2023,202328495,,,,,,,,
82,WP,3041/2021,2021,202222796,,,,,,,,
83,WP,28168/2022,2022,202224654,,,,,,,,
84,CC(CF),337/2013,2013,201617503,,,,,,,,
85,WP,11896/2023,2023,202328072,,,,,,,,
86,WP,18093,2003,201513702,,,,,,,,
87,WP,23001/2023,2023,202328610,,,,,,,,
88,OS,2183/2017,2017,201718545,,,,,,,,
89,WP,1196,2014,201513742,,,,,,,,
90,WP,32909/2023,2023,202329032,,,,,,,,
91,WP,5357/2017,2017,201718172,,,,,,,,
92,WP,5017/2014,2014,201718156,,,,,,,,
93,WP,21217/2022,2022,202224404,,,,,,,,
94,WP,5396/2023,2023,202327804,,,,,,,,
95,OS,389/2013,2013,201616866,,,,,,,,
96,WP,21694/2023,2023,202328523,,,,,,,,
97,CC,656/2023,2023,202327914,,,,,,,,
98,WP,2343/2023,2023,202327650,,,,,,,,
99,WP,634/2015,2015,201513767,,,,,,,,
100,WP,24682/2023,2023,202328675,,,,,,,,
101,WP,28891/2012,2012,202122071,,,,,,,,
102,WP,24533/2016,2016,201617856,,,,,,,,
103,WP,15528/2021,2021,202122194,,,,,,,,
104,WP,22719/2022,2022,202224412,,,,,,,,
105,WP,13887/2016,2016,201617841,,,,,,,,
106,WP,16862/2022,2022,202224308,,,,,,,,
107,WP,22138/2017,2017,201718428,,,,,,,,
108,CC(CF),234/2007,2007,201617498,,,,,,,,
109,WP,11538/2023,2023,202328088,,,,,,,,
110,WP,26972/2014,2014,202328968,,,,,,,,
111,CC,737/2017,2017,201818724,,,,,,,,
112,OS,1617,1994,201616864,,,,,,,,
113,WP,32165/2023,2023,202328995,,,,,,,,
114,WP,28888/2019,2019,202020268,,,,,,,,
115,OS,858/2015,2015,201617688,,,,,,,,
116,WP,5365/2017,2017,201718173,,,,,,,,
117,WP,21996/2021,2021,202122391,,,,,,,,
118,WP,33894/2021,2021,202122686,,,,,,,,
119,WP,26773/2016,2016,201617901,,,,,,,,
120,WP,13037/2020,2020,202021141,,,,,,,,
121,WP,28652/2021,2021,202122562,,,,,,,,
122,WP,36291/2014,2014,201515328,,,,,,,,
123,WP,42395/2022,2022,202224975,,,,,,,,
124,WP,17877/2023,2023,202328394,,,,,,,,
125,WP,35242/2022,2022,202224818,,,,,,,,
126,WP,21933/2021,2021,202122394,,,,,,,,
127,WP,15525/2013,2013,201617495,,,,,,,,
128,WP,15947/2022,2022,202224284,,,,,,,,
129,WP,5506,2015,201513765,,,,,,,,
130,CC,462/2020,2020,202121745,,,,,,,,
131,CC,112/2010,2010,201616868,,,,,,,,
132,WP,16112/2013,2013,201616810,,,,,,,,
133,LOK,4513/2014,2014,201617506,,,,,,,,
134,WP,17975/2014,2014,201617859,,,,,,,,
135,WP,42336/2022,2022,202224957,,,,,,,,
136,CC,666/2023,2023,202328002,,,,,,,,
137,WP,458/2023,2023,202327601,,,,,,,,
138,WP,23501,2009,201513736,,,,,,,,
139,WP,25703/2014,2014,201616859,,,,,,,,
140,WP,7910/2023,2023,202327903,,,,,,,,
141,WP,7196/2019,2019,201919689,,,,,,,,
142,WP,5336/2023,2023,202327826,,,,,,,,
143,WP,19163,2007,201513714,,,,,,,,
144,OS,414/2016,2016,201718217,,,,,,,,
145,CC(CF),440/2013,2013,201617504,,,,,,,,
146,WP,6437/2023,2023,202327838,,,,,,,,
147,CC(CF),70/2002,2002,201617496,,,,,,,,
148,WP,39536/2022,2022,202224897,,,,,,,,
