Table 1
SOUTHERN POWER DISTRIBUTION COMPANY OF TS LIMITED,,,,,,,,,,,,
,,,,,,,,,,,,
EXPENDITURE REPORT ON COMMERCIAL MATTERS CASES OF SANGAREDDY DURING THIS(DEC-23) MONTH,,,,,,,,,,,,
Sl.No,Case Type,Case Number,Case Year,Case ID,EXPENDITURE,,,,,,,
83,WP,25657,2011,201514386,,,,,,,,
84,WP,21455/2019,2019,201919997,,,,,,,,
85,WP,211/2016,2016,201617699,,,,,,,,
86,WP,379,2014,201514453,,,,,,,,
87,WP,20973/2023,2023,202328479,,,,,,,,
88,WP,6816/2021,2021,202121953,,,,,,,,
89,WP,14566/2020,2020,202021243,,,,,,,,
90,WP,6306/2021,2021,202121881,,,,,,,,
91,WP,9101/2021,2021,202122000,,,,,,,,
92,WP,6592,2007,201514316,,,,,,,,
93,WP,6571/2016,2016,201617407,,,,,,,,
94,WP,883,2005,201514313,,,,,,,,
95,WP,5640,2012,201514742,,,,,,,,
96,WP,6335/2023,2023,202327837,,,,,,,,
97,WP,24489/2023,2023,202328647,,,,,,,,
98,WP,1993/2007,2007,202121861,,,,,,,,
99,WP,1167/2013,2013,201515358,,,,,,,,
100,WP,11733/2023,2023,202328067,,,,,,,,
101,WP,20342/2021,2021,202122308,,,,,,,,
102,WP,35117/2021,2021,202122729,,,,,,,,
103,LOK,99/2023,2023,202328065,,,,,,,,
104,WA,618/2023,2023,202328266,,,,,,,,
105,WP,19903/2023,2023,202328445,,,,,,,,
106,WP,23960,2009,201514342,,,,,,,,
107,WP,429/2022,2022,202222922,,,,,,,,
108,WP,29918,2010,201514376,,,,,,,,
109,WP,11022/2020,2020,202021014,,,,,,,,
110,WP,45755/2022,2022,202327615,,,,,,,,
111,WP,12093/2023,2023,202328089,,,,,,,,
112,WP,17964,2008,201514322,,,,,,,,
113,WA,W.A.No.22,2010,201514370,,,,,,,,
114,WP,15471/2019,2019,201919928,,,,,,,,
115,HRC,911/2021,2021,202121879,,,,,,,,
116,WP,45068/2016,2016,201818792,,,,,,,,
117,WP,2465/2021,2021,202121802,,,,,,,,
118,WP,10625/2021,2021,202121970,,,,,,,,
119,WP,31660/2023,2023,202328965,,,,,,,,
120,WP,24242,2008,201514326,,,,,,,,
121,WP,24494,2008,201514328,,,,,,,,
122,WP,7889/2020,2020,202020755,,,,,,,,
123,WP,18493/2002,2002,202121860,,,,,,,,
124,WP,1347,2013,201514746,,,,,,,,
125,WP,2447/2015,2015,201616776,,,,,,,,
126,WP,29524/2021,2021,202122567,,,,,,,,
127,WP,38908/2022,2022,202224874,,,,,,,,
128,CC(CF),30/2018,2018,201919401,,,,,,,,
129,WP,26819/2023,2023,202328748,,,,,,,,
130,WP,1987/2022,2022,202222941,,,,,,,,
131,WP,2215/2021,2021,202121797,,,,,,,,
132,WP,10325/2020,2020,202020968,,,,,,,,
133,WP,21054/2021,2021,202122368,,,,,,,,
134,WP,37864/2016,2016,201617981,,,,,,,,
135,WA,33/2019,2019,201919297,,,,,,,,
136,WP,11646/2023,2023,202328069,,,,,,,,
137,WP,2164/2021,2021,202121790,,,,,,,,
138,WP,23005/2023,2023,202328540,,,,,,,,
139,WP,25822/2022,2022,202224591,,,,,,,,
140,WA,124,2009,201514349,,,,,,,,
141,WP,23340,2013,201514402,,,,,,,,
142,WP,12701/2020,2020,202021116,,,,,,,,
143,WP,21620/2015,2015,201919644,,,,,,,,
144,WP,32435/2022,2022,202224749,,,,,,,,
145,WP,16804/2008,2008,202224824,,,,,,,,
146,WP,36208/2014,2014,202329020,,,,,,,,
147,WP,20938/2023,2023,202328480,,,,,,,,
148,WP,22934/2020,2020,202021655,,,,,,,,
149,WP,25634/2021,2021,202122542,,,,,,,,
150,WP,9429,2004,201514312,,,,,,,,
151,WP,32437/2022,2022,202224750,,,,,,,,
152,WP,38144/2013,2013,201514449,,,,,,,,
153,WP,18460,2007,201514735,,,,,,,,
154,WP,13742/2020,2020,202021205,,,,,,,,
155,WP,34118/2021,2021,202122708,,,,,,,,
