Table 1
SOUTHERN POWER DISTRIBUTION COMPANY OF TS LIMITED,,,,,,,,,,,,
,,,,,,,,,,,,
EXPENDITURE REPORT ON COMMERCIAL MATTERS CASES OF RAJENDRANAGAR DURING THIS(DEC-23) MONTH,,,,,,,,,,,,
Sl.No,Case Type,Case Number,Case Year,Case ID,EXPENDITURE,,,,,,,
83,WP,18365/2012,2012,201515299,,,,,,,,
84,WP,27063/2017,2017,201718437,,,,,,,,
85,WP,2913/2017,2017,201718238,,,,,,,,
86,WP,27013/2017,2017,201718452,,,,,,,,
87,WP,17763/2020,2020,202021425,,,,,,,,
88,WP,18789,2015,201514662,,,,,,,,
89,WP,13277/2023,2023,202328269,,,,,,,,
90,WP,7656/2006,2006,201515063,,,,,,,,
91,WP,10112/2011,2011,201514537,,,,,,,,
92,WP,5660,2013,201514565,,,,,,,,
93,WP,18493/2023,2023,202328383,,,,,,,,
94,WP,16809/2020,2020,202021378,,,,,,,,
95,WP,3932/2016,2016,201617872,,,,,,,,
96,WP,79/2021,2021,202121725,,,,,,,,
97,WP,13709/2019,2019,201919715,,,,,,,,
98,WP,6402/2020,2020,202222792,,,,,,,,
99,WP,28171,2013,201514587,,,,,,,,
100,WP,17864/2020,2020,202021475,,,,,,,,
101,CC,2444/2023,2023,202329007,,,,,,,,
102,WP,8183,2012,201514096,,,,,,,,
103,CC,332/2020,2020,202020551,,,,,,,,
104,WP,28006,2013,201514122,,,,,,,,
105,WP,17359/2015,2015,201515041,,,,,,,,
106,WP,36831/2016,2016,201617983,,,,,,,,
107,WP,43,2014,201514612,,,,,,,,
108,WP,44846/2018,2018,201919139,,,,,,,,
109,WP,7106/2020,2020,202020764,,,,,,,,
110,WP,8599/2022,2022,202223139,,,,,,,,
111,WP,12500/2020,2020,202021158,,,,,,,,
112,WP,27828/2021,2021,202122540,,,,,,,,
113,WP,17444/2015,2015,201515040,,,,,,,,
114,WP,28340,2013,201514589,,,,,,,,
115,WP,29056,2013,201514595,,,,,,,,
116,WP,21898/2020,2020,202021594,,,,,,,,
117,WP,18501,2013,201514577,,,,,,,,
118,OS,42/2012,2012,201617413,,,,,,,,
119,WP,6808/2015,2015,201617276,,,,,,,,
120,WP,17803/2020,2020,202021471,,,,,,,,
121,WP,17810/2020,2020,202021472,,,,,,,,
122,WP,19392,2015,201514686,,,,,,,,
123,WP,28429/2017,2017,201718463,,,,,,,,
124,WP,15618,2013,201514571,,,,,,,,
125,WP,20954,2014,201514636,,,,,,,,
126,WP,37696/2014,2014,201617308,,,,,,,,
127,WP,25824/2021,2021,202122541,,,,,,,,
128,WP,21959/2016,2016,201617927,,,,,,,,
129,WP,13666/2015,2015,201617280,,,,,,,,
130,WP,12815/2020,2020,202021127,,,,,,,,
131,WP,11361/2013,2013,201515046,,,,,,,,
132,CC,370/2020,2020,202020577,,,,,,,,
133,WP,2028/2020,2020,202020384,,,,,,,,
134,WP,20,2014,201514618,,,,,,,,
135,WP,12284/2020,2020,202021092,,,,,,,,
136,CC,1595/2023,2023,202328428,,,,,,,,
137,WP,28847/2014,2014,202329019,,,,,,,,
138,WP,42551/2016,2016,201718092,,,,,,,,
139,WP,46559/2022,2022,202327583,,,,,,,,
140,WP,36256/2015,2015,201516108,,,,,,,,
141,WP,12174/2019,2019,201919846,,,,,,,,
142,CRLP,79/2018,2018,202327907,,,,,,,,
143,WP,40596/2022,2022,202224918,,,,,,,,
144,WP,16511/2020,2020,202021369,,,,,,,,
145,WP,3488/2015,2015,202020562,,,,,,,,
146,WP,6268/2020,2020,202222804,,,,,,,,
147,WP,27519/2016,2016,201617888,,,,,,,,
148,WP,29916/2023,2023,202328977,,,,,,,,
149,WP,1033,2015,201514646,,,,,,,,
150,WP,3765/2012,2012,201515052,,,,,,,,
151,WP,6985/2012,2012,201515051,,,,,,,,
152,WP,1212/2022,2022,202222896,,,,,,,,
153,WP,5652/2023,2023,202327805,,,,,,,,
154,WP,35015,2013,201514601,,,,,,,,
155,WP,17430/2015,2015,201515042,,,,,,,,
156,WP,2457/2021,2021,202222794,,,,,,,,
157,WP,21895/2020,2020,202021596,,,,,,,,
158,WP,23299/2020,2020,202121713,,,,,,,,
159,WP,26243/2005,2005,201515295,,,,,,,,
160,WP,17271,2009,201514523,,,,,,,,
161,WP,23564/2006,2006,201515061,,,,,,,,
162,WP,30547/2016,2016,201617891,,,,,,,,
163,WP,14867/2015,2015,201718280,,,,,,,,
164,WP,6192/2020,2020,202222818,,,,,,,,
165,WP,2809/2012,2012,201515053,,,,,,,,
166,WP,24136/2023,2023,202328605,,,,,,,,
167,WP,17038/2020,2020,202021536,,,,,,,,
168,WP,20758,2013,201514579,,,,,,,,
169,WP,28345,2013,201514585,,,,,,,,
170,CC,854/2014,2014,201617369,,,,,,,,
171,WP,12292,2011,201514553,,,,,,,,
172,WP,26111/2017,2017,201718439,,,,,,,,
173,WP,3476/2020,2020,202020446,,,,,,,,
174,WP,28374/2019,2019,202020378,,,,,,,,
175,WP,44906/2018,2018,201919138,,,,,,,,
176,WP,4756/2019,2019,201919417,,,,,,,,
177,WP,22353/2019,2019,201920002,,,,,,,,
178,WP,9599,2011,201514154,,,,,,,,
179,WP,5211,2013,201514115,,,,,,,,
180,WP,29234/2021,2021,202224327,,,,,,,,
181,WP,29947/2021,2021,202122570,,,,,,,,
182,WP,46412/2016,2016,201718186,,,,,,,,
183,WP,7769/2020,2020,202222803,,,,,,,,
184,WP,18274,2013,201514575,,,,,,,,
185,WP,18212,2006,201514508,,,,,,,,
186,WP,28750/2013,2013,201617339,,,,,,,,
187,WP,17907/2020,2020,202021476,,,,,,,,
188,WP,26076/2021,2021,202122476,,,,,,,,
189,WP,24581/2007,2007,201515076,,,,,,,,
190,WP,29784/2023,2023,202328874,,,,,,,,
191,WP,6508/2009,2009,201919508,,,,,,,,
192,WP,5034,2015,201514146,,,,,,,,
193,WP,7927/2020,2020,202020834,,,,,,,,
194,WP,3290/2019,2019,201919426,,,,,,,,
195,WP,2490/2020,2020,202020398,,,,,,,,
196,WP,19501,2009,201514078,,,,,,,,
197,CC,1101/2016,2016,201919443,,,,,,,,
198,WP,22644/2020,2020,202021665,,,,,,,,
199,WP,17850/2020,2020,202021474,,,,,,,,
200,WP,27440/2016,2016,201617900,,,,,,,,
201,WP,17802/2020,2020,202021470,,,,,,,,
202,WP,21911/2010,2010,202327937,,,,,,,,
203,WP,1141,2015,201514644,,,,,,,,
204,WP,13662/2015,2015,201617278,,,,,,,,
205,WP,14204/2016,2016,201617916,,,,,,,,
206,WP,21436/2023,2023,202328500,,,,,,,,
207,WP,17832/2020,2020,202021473,,,,,,,,
208,WP,34030/2014,2014,201516316,,,,,,,,
209,WP,3977/2020,2020,202121902,,,,,,,,
210,WP,2264/2020,2020,202020396,,,,,,,,
211,WP,15448/2019,2019,201919948,,,,,,,,
212,WP,20565,2012,201514108,,,,,,,,
213,WP,19010,2015,201514672,,,,,,,,
214,WP,27216/2016,2016,201617886,,,,,,,,
215,WP,29216/2019,2020,202020313,,,,,,,,
216,WP,23878/2023,2023,202328604,,,,,,,,
