Table 1
SOUTHERN POWER DISTRIBUTION COMPANY OF TS LIMITED,,,,,,,,,,,,
,,,,,,,,,,,,
EXPENDITURE REPORT ON COMMERCIAL MATTERS CASES OF Hyderabad Central DURING THIS(DEC-23) MONTH,,,,,,,,,,,,
Sl.No,Case Type,Case Number,Case Year,Case ID,EXPENDITURE,,,,,,,
82,CC(CF),343/2023,2023,202328538,,,,,,,,
83,WP,27631/2019,2019,201920206,,,,,,,,
84,WP,8605/2011,2011,201818883,,,,,,,,
85,CC,2233/2023,2023,202328800,,,,,,,,
86,WP,22754/2020,2020,202021652,,,,,,,,
87,WP,32762/2023,2023,202329016,,,,,,,,
88,WP,9798/2020,2020,202020959,,,,,,,,
89,WP,36912/2017,2017,202122453,,,,,,,,
90,OS,4445/2022,2022,202225012,,,,,,,,
91,WP,32370/2023,2023,202329002,,,,,,,,
92,WP,25308/2023,2023,202328685,,,,,,,,
93,WP,26108,2008,201513799,,,,,,,,
94,OS,523/2013,2013,201617528,,,,,,,,
95,WP,27681/2019,2019,201920208,,,,,,,,
96,WP,14186,2006,201513787,,,,,,,,
97,WP,9316/2019,2019,201919860,,,,,,,,
98,WP,9109/2020,2020,202020904,,,,,,,,
99,WP,639/2020,2020,202020336,,,,,,,,
100,WP,28744/2023,2023,202328809,,,,,,,,
101,WP,14109/2019,2019,201919851,,,,,,,,
102,WP,3694/2020,2020,202020473,,,,,,,,
103,WP,18431/2018,2018,202327851,,,,,,,,
104,WP,23690/2021,2021,202122449,,,,,,,,
105,WP,14014/2009,2009,202122303,,,,,,,,
106,WP,20487/2020,2020,202021560,,,,,,,,
107,WP,23063/2020,2020,202021639,,,,,,,,
108,WP,18243/2010,2021,202122293,,,,,,,,
109,WP,494/2019,2019,201919609,,,,,,,,
110,WP,6327/2018,2018,201919459,,,,,,,,
111,WP,18285,2010,201513815,,,,,,,,
112,WP,22445/2020,2020,202021634,,,,,,,,
113,OS,127/2022,2022,202328452,,,,,,,,
114,WP,25796/2023,2023,202328697,,,,,,,,
115,WP,23191/2014,2014,202328960,,,,,,,,
116,WP,8882/2020,2020,202020864,,,,,,,,
117,WP,10748/2020,2020,202021066,,,,,,,,
118,WP,1266/2021,2021,202122762,,,,,,,,
119,WP,12445/2020,2020,202021098,,,,,,,,
120,WP,22500/2020,2020,202021673,,,,,,,,
121,WP,16016/2019,2019,201919814,,,,,,,,
122,WP,6478/2023,2023,202327840,,,,,,,,
123,WP,19835,2007,201513793,,,,,,,,
124,WP,10112/2019,2019,201919854,,,,,,,,
125,WP,6188/2011,2011,201818880,,,,,,,,
126,WP,17146/2019,2019,201919933,,,,,,,,
127,WP,7361/2019,2019,201919651,,,,,,,,
128,WP,12060/2019,2019,201919861,,,,,,,,
129,WP,21746/2009,2009,202328157,,,,,,,,
130,WP,13079,2001,201513777,,,,,,,,
131,CC(CF),201/2016,2016,201919296,,,,,,,,
132,WP,12518/2020,2020,202021099,,,,,,,,
133,WP,36880/2017,2017,201718580,,,,,,,,
134,WP,1787/2011,2011,201818924,,,,,,,,
135,WP,33564,2013,201513839,,,,,,,,
136,WP,15877/2020,2020,202021318,,,,,,,,
137,WP,17501/2020,2020,202021439,,,,,,,,
138,WP,9384/2019,2019,201919857,,,,,,,,
139,WP,5975,2005,201513779,,,,,,,,
140,WP,21970/2023,2023,202328528,,,,,,,,
141,WP,19581,2007,201513791,,,,,,,,
142,WP,5747,2015,201514953,,,,,,,,
143,WP,8071/2020,2020,202020787,,,,,,,,
144,WP,12964/2019,2019,201919862,,,,,,,,
145,WP,29056/2023,2023,202328851,,,,,,,,
146,WP,5027/2011,2011,201818882,,,,,,,,
147,WP,28807/2023,2023,202328825,,,,,,,,
148,WP,3631/2018,2018,201818701,,,,,,,,
149,WP,23704/2021,2021,202122429,,,,,,,,
