Table 1
SOUTHERN POWER DISTRIBUTION COMPANY OF TS LIMITED,,,,,,,,,,,,
,,,,,,,,,,,,
EXPENDITURE REPORT ON COMMERCIAL MATTERS CASES OF SECUNDERABAD DURING THIS(DEC-23) MONTH,,,,,,,,,,,,
Sl.No,Case Type,Case Number,Case Year,Case ID,EXPENDITURE,,,,,,,
84,WP,16506/2017,2017,201718329,,,,,,,,
85,WP,12591/2020,2020,202021126,,,,,,,,
86,WP,35727/2021,2021,202122752,,,,,,,,
87,CC(CF),747/2022,2022,202327628,,,,,,,,
88,CONSUMER CASE (CC),291/2020,2020,202021405,,,,,,,,
89,WP,30454,2015,201514965,,,,,,,,
90,WP,13753/2018,2018,201919181,,,,,,,,
91,WP,24302/2017,2017,201718434,,,,,,,,
92,WP,4078,2010,201513654,,,,,,,,
93,WP,5004/2019,2019,201919908,,,,,,,,
94,WP,11780,2015,201514796,,,,,,,,
95,WP,16333/2016,2016,201718277,,,,,,,,
96,WP,5787/2018,2018,201919695,,,,,,,,
97,WP,26331/2023,2023,202328733,,,,,,,,
98,WP,5581,2014,201513678,,,,,,,,
99,WP,10158/2020,2020,202020969,,,,,,,,
100,WP,9508/2017,2017,201718226,,,,,,,,
101,WP,37600/2016,2016,201718254,,,,,,,,
102,WP,17734/2020,2020,202021424,,,,,,,,
103,WP,16446/2020,2020,202021350,,,,,,,,
104,WP,32433/2023,2023,202328996,,,,,,,,
105,WP,19449/2023,2023,202328446,,,,,,,,
106,WP,32905/2018,2018,202328167,,,,,,,,
107,WP,14003/2020,2020,202021213,,,,,,,,
108,WP,23950,2005,201513641,,,,,,,,
109,WP,30066/2023,2023,202328866,,,,,,,,
110,WP,35054,2013,201513673,,,,,,,,
111,WP,9407/2020,2020,202020927,,,,,,,,
112,WP,11295/2020,2020,202021084,,,,,,,,
113,WP,19716/2008,2008,202328185,,,,,,,,
114,WP,10143/2020,2020,202021057,,,,,,,,
115,WP,28285/2023,2023,202328793,,,,,,,,
116,OS,755,2008,201514930,,,,,,,,
117,WP,37748,2014,201514795,,,,,,,,
118,WP,27096,2006,201513643,,,,,,,,
119,WP,24224/2023,2023,202328637,,,,,,,,
120,WP,29171/2023,2023,202328847,,,,,,,,
121,WP,18476,2008,201513647,,,,,,,,
122,WP,8387/2021,2021,202121937,,,,,,,,
123,WP,18265,2012,201513669,,,,,,,,
124,WP,16473/2020,2020,202021353,,,,,,,,
125,WP,18791,2006,201514988,,,,,,,,
126,WP,10270/2017,2017,201718247,,,,,,,,
127,WP,8221/2020,2020,202020829,,,,,,,,
128,OS,75/2016,2016,201718566,,,,,,,,
129,WP,25833,2011,201513658,,,,,,,,
130,WP,19681/2020,2020,202021504,,,,,,,,
131,WP,19754/2020,2020,202021505,,,,,,,,
132,WP,24839,2015,201514804,,,,,,,,
133,WP,6493/2016,2016,201718271,,,,,,,,
134,WP,16597/2020,2020,202021587,,,,,,,,
135,WP,16480/2020,2020,202021354,,,,,,,,
136,WP,6557/2023,2023,202327846,,,,,,,,
137,WP,10093,2012,201513662,,,,,,,,
138,WP,4079,2010,201513655,,,,,,,,
139,CC(CF),537/2021,2021,202122588,,,,,,,,
140,WP,18510/2016,2016,201617919,,,,,,,,
141,WP,23467/2020,2020,202021707,,,,,,,,
142,WP,29122/2023,2023,202328848,,,,,,,,
143,WP,10732,2015,201513698,,,,,,,,
144,WP,36253/2015,2015,201718142,,,,,,,,
145,WP,9439/2020,2020,202020928,,,,,,,,
146,WP,30686/2023,2023,202328930,,,,,,,,
147,WP,8441/2020,2020,202020852,,,,,,,,
148,WP,22659/2020,2020,202021663,,,,,,,,
149,WP,7755,2006,201514986,,,,,,,,
